Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,ID,Population
1930-BZLHI,1.0,,,No,No,No,Yes,3.0,3.0,1.0,United States,California,,93608.0,"36.488056, -120.407691",36.488056,-120.407691,1.0,Q3,No,0.0,1.0,,,9.0,No,Yes,Cable,53.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,,,49.9,0.0,0.0,,58.9,795.0,1766.0
9574-BOSMD,1.0,Female,50.0,,No,No,,0.0,3.0,1.0,United States,California,Dos Palos,93620.0,"37.045728, -120.630682",,-120.630682,1.0,,No,0.0,47.0,None,Yes,8.85,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,,Credit Card,20.25,,0.0,0.0,415.95,1445.75,804.0,9388.0
8375-DKEBR,1.0,Female,21.0,,,,Yes,3.0,4.0,1.0,United States,California,Fish Camp,93623.0,"37.483535, -119.679414",37.483535,-119.679414,1.0,Q3,,4.0,1.0,None,Yes,6.86,No,No,None,0.0,No,,No,,No,No,No,No,,No,Bank Withdrawal,20.0,20.0,0.0,0.0,6.86,,807.0,77.0
7503-ZGUZJ,1.0,,,,No,Yes,Yes,1.0,4.0,1.0,United States,California,Fish Camp,93623.0,"37.483535, -119.679414",,-119.679414,1.0,Q3,,9.0,72.0,None,Yes,46.63,Yes,Yes,Fiber Optic,14.0,,No,Yes,Yes,Yes,Yes,Yes,,Two Year,Yes,Bank Withdrawal,110.45,8058.85,0.0,0.0,3357.36,11416.21,807.0,77.0
3487-EARAT,,,,,,,,,5.0,,United States,,Fish Camp,93623.0,"37.483535, -119.679414",37.483535,-119.679414,,Q3,,7.0,7.0,Offer E,Yes,28.7,No,Yes,DSL,,No,No,No,,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0.0,0.0,200.9,534.55,807.0,77.0
7956-XQWGU,,,,,,,,,3.0,1.0,United States,California,Fish Camp,93623.0,,37.483535,-119.679414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,77.0
1219-NNDDO,1.0,Female,23.0,Yes,No,,,0.0,,1.0,United States,California,Orange Cove,93646.0,"36.633498, -119.298895",,-119.298895,,Q3,No,0.0,25.0,Offer C,Yes,9.57,Yes,Yes,Fiber Optic,59.0,No,No,No,No,Yes,No,No,,Month-to-Month,Yes,Credit Card,84.6,,0.0,0.0,239.25,2327.3,824.0,8449.0
8715-KKTFG,1.0,,61.0,No,No,Yes,Yes,1.0,,1.0,United States,California,Orange Cove,93646.0,"36.633498, -119.298895",36.633498,,1.0,Q3,,7.0,49.0,Offer B,,,Yes,Yes,Fiber Optic,18.0,No,No,No,Yes,Yes,Yes,,Yes,One Year,,Bank Withdrawal,97.95,4917.9,0.0,0.0,784.98,,824.0,8449.0
6734-GMPVK,1.0,Female,57.0,No,No,,No,0.0,4.0,1.0,United States,California,Parlier,93648.0,,36.622237,-119.521126,1.0,Q3,No,0.0,,None,Yes,44.81,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0.0,,1568.35,3550.95,826.0,12587.0
4614-NUVZD,,,,,,,,,1.0,1.0,United States,California,Parlier,93648.0,,36.622237,-119.521126,1.0,Q3,Yes,1.0,27.0,None,Yes,39.49,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,0.0,0.0,1066.23,3576.43,826.0,12587.0
4360-PNRQB,1.0,,46.0,No,No,Yes,No,0.0,,1.0,United States,California,,93669.0,"37.287758, -119.548156",37.287758,-119.548156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0,327.0
2230-XTUWL,1.0,Male,26.0,Yes,No,,No,0.0,,1.0,United States,California,Wishon,93669.0,"37.287758, -119.548156",37.287758,-119.548156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0,327.0
8059-UDZFY,,Female,55.0,No,No,Yes,,0.0,4.0,1.0,,California,Wishon,93669.0,"37.287758, -119.548156",37.287758,-119.548156,1.0,Q3,Yes,1.0,4.0,None,No,,No,Yes,DSL,29.0,No,No,,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,,0.0,99.95,841.0,327.0
7515-LODFU,1.0,Female,56.0,No,No,Yes,No,0.0,4.0,1.0,United States,California,Fresno,93710.0,"36.822715, -119.761826",36.822715,-119.761826,,Q3,Yes,1.0,6.0,None,Yes,23.35,Yes,Yes,Fiber Optic,8.0,No,Yes,No,,No,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0.0,0.0,140.10000000000002,652.35,850.0,29337.0
2266-SJNAT,1.0,Female,36.0,No,No,No,No,0.0,3.0,1.0,,California,,93710.0,"36.822715, -119.761826",36.822715,-119.761826,1.0,Q3,No,0.0,13.0,Offer D,Yes,28.45,No,Yes,DSL,30.0,Yes,,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,0.0,,369.85,1212.1,850.0,29337.0
9863-JZAIC,1.0,Male,55.0,No,,Yes,No,0.0,,1.0,,California,,93727.0,"36.751489, -119.68072",,-119.68072,1.0,Q3,,8.0,72.0,None,Yes,5.32,,Yes,DSL,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Two Year,Yes,Credit Card,92.0,6782.15,0.0,10.0,383.04,7175.19,857.0,54701.0
0420-BWTPW,1.0,Male,,No,No,Yes,No,0.0,4.0,1.0,United States,California,Fresno,93727.0,"36.751489, -119.68072",36.751489,-119.68072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0,54701.0
6416-TVAIH,,,,,,,,,3.0,,United States,California,Fresno,93727.0,,,-119.68072,1.0,Q3,Yes,1.0,50.0,,Yes,31.83,No,Yes,,47.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,75.5,4025.6,,,1591.5,5717.1,857.0,54701.0
0481-SUMCB,1.0,Male,,No,No,No,No,0.0,3.0,1.0,,California,Salinas,93905.0,"36.667794, -121.601306",36.667794,-121.601306,,,No,,52.0,None,Yes,32.02,Yes,Yes,DSL,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,0.0,0.0,1665.0400000000002,6126.89,860.0,58548.0
5850-BDWCY,,,,,,,,,4.0,1.0,United States,California,Salinas,93905.0,"36.667794, -121.601306",36.667794,-121.601306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,58548.0
2577-GVSIL,,Male,61.0,No,No,Yes,,0.0,4.0,1.0,United States,California,Monterey,93940.0,"36.362741, -121.869685",36.362741,-121.869685,1.0,,Yes,6.0,62.0,None,No,,No,Yes,Cable,4.0,No,No,No,Yes,Yes,No,No,,Two Year,Yes,Bank Withdrawal,39.0,2337.45,0.0,0.0,0.0,2337.45,875.0,32857.0
5377-NDTOU,,,,,,,,,5.0,1.0,United States,California,,93962.0,"36.624641, -121.647195",,-121.647195,1.0,Q3,Yes,,18.0,Offer D,Yes,45.18,,No,None,0.0,,No,,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,342.3,,,813.24,,881.0,407.0
1407-DIGZV,1.0,Male,23.0,Yes,No,Yes,Yes,3.0,5.0,1.0,United States,California,Moss Beach,94038.0,"37.515556, -122.502311",37.515556,-122.502311,,Q3,Yes,1.0,37.0,Offer C,Yes,,,,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,91.2,,0.0,0.0,1591.37,,897.0,3064.0
8896-RAZCR,1.0,Male,63.0,No,No,No,No,0.0,,1.0,United States,California,Moss Beach,94038.0,"37.515556, -122.502311",37.515556,-122.502311,1.0,Q3,,,23.0,,Yes,,,No,None,0.0,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,0.0,,606.51,1012.11,897.0,3064.0
9800-OUIGR,1.0,Male,23.0,Yes,No,,Yes,2.0,,1.0,,,,94041.0,"37.388349, -122.075299",37.388349,-122.075299,1.0,Q3,No,0.0,35.0,None,Yes,10.11,No,Yes,DSL,73.0,No,No,No,,Yes,Yes,Yes,,One Year,Yes,Credit Card,72.1,2495.15,0.0,0.0,353.85,2849.0,899.0,13483.0
0440-EKDCF,1.0,Female,42.0,No,,Yes,,0.0,5.0,1.0,United States,California,Mountain View,94041.0,"37.388349, -122.075299",37.388349,-122.075299,1.0,Q3,,2.0,,Offer A,Yes,,,No,None,0.0,No,No,No,No,No,No,,No,Two Year,Yes,Credit Card,25.95,1801.9,0.0,0.0,1754.41,3556.3100000000004,899.0,13483.0
5813-UECBU,,Female,35.0,No,No,Yes,No,0.0,4.0,1.0,United States,California,Sunnyvale,94087.0,"37.3511, -122.037311",37.3511,-122.037311,1.0,Q3,,1.0,56.0,Offer B,Yes,34.1,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0.0,0.0,1909.6,7978.25,912.0,50070.0
1336-EZFZY,1.0,Female,,No,No,Yes,No,0.0,3.0,,United States,California,Sunnyvale,94087.0,"37.3511, -122.037311",,-122.037311,1.0,Q3,Yes,7.0,71.0,Offer A,Yes,19.9,Yes,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Two Year,No,Credit Card,89.3,6388.65,0.0,0.0,1412.9,7801.549999999999,912.0,50070.0
5577-OTWWW,1.0,Male,61.0,,No,No,No,0.0,4.0,1.0,United States,California,San Francisco,94104.0,,37.791222,-122.402241,1.0,Q3,No,0.0,19.0,None,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,,,0.0,,794.01,2085.86,916.0,384.0
8042-RNLKO,1.0,Male,46.0,No,No,,No,0.0,3.0,1.0,United States,California,San Francisco,94104.0,"37.791222, -122.402241",37.791222,-122.402241,1.0,,Yes,2.0,72.0,Offer A,Yes,47.82,,Yes,Fiber Optic,21.0,Yes,Yes,Yes,,Yes,Yes,Yes,,Two Year,Yes,Bank Withdrawal,115.55,8425.3,0.0,0.0,,11868.34,916.0,384.0
7312-XSBAT,1.0,Female,26.0,Yes,No,,,3.0,,1.0,United States,California,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009,1.0,Q3,No,0.0,8.0,None,Yes,45.87,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,,0.0,366.96,537.86,917.0,2066.0
4646-QZXTF,,Female,21.0,,No,Yes,No,0.0,5.0,1.0,United States,,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009,1.0,Q3,Yes,1.0,47.0,,Yes,45.9,,No,None,,,No,No,,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,921.55,0.0,0.0,2157.3,3078.8499999999995,917.0,2066.0
0952-KMEEH,,,,,,,,,,,United States,California,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009,1.0,Q3,No,0.0,46.0,None,Yes,15.78,Yes,Yes,Fiber Optic,3.0,Yes,Yes,,No,No,Yes,Yes,Yes,,,,93.7,4154.8,,0.0,725.88,4880.68,917.0,2066.0
5820-PTRYM,,Male,40.0,,No,Yes,Yes,1.0,3.0,1.0,United States,California,San Francisco,94110.0,"37.750021, -122.415201",,-122.415201,1.0,Q3,Yes,1.0,72.0,None,Yes,11.67,,Yes,Fiber Optic,26.0,Yes,No,Yes,,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,7848.5,,,840.24,8688.74,921.0,74641.0
3776-EKTKM,,Male,45.0,No,No,No,,0.0,,1.0,United States,California,San Francisco,94116.0,"37.74441, -122.486764",37.74441,-122.486764,1.0,Q3,No,0.0,72.0,None,No,0.0,No,Yes,Cable,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.55,4807.45,0.0,0.0,0.0,4807.45,926.0,42959.0
3312-UUMZW,,,,,,,,,4.0,1.0,United States,California,San Francisco,94116.0,"37.74441, -122.486764",37.74441,-122.486764,1.0,Q3,No,,18.0,Offer D,,15.01,No,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1380.4,0.0,0.0,,1650.5800000000002,926.0,42959.0
1162-ECVII,,,,,,,,,,1.0,United States,California,San Francisco,94116.0,"37.74441, -122.486764",37.74441,,1.0,Q3,Yes,,72.0,,Yes,13.27,Yes,No,None,0.0,No,No,No,No,No,,No,No,,,Credit Card,24.85,1871.85,,,955.44,2827.29,926.0,42959.0
7234-FECYN,1.0,,23.0,Yes,No,Yes,No,0.0,3.0,1.0,,California,,94121.0,"37.776718, -122.495781",37.776718,-122.495781,1.0,,Yes,1.0,60.0,Offer B,Yes,16.42,Yes,No,,0.0,No,No,No,,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,0.0,0.0,985.2,2491.1000000000004,929.0,42476.0
0580-PIQHM,1.0,,61.0,No,No,Yes,No,0.0,4.0,1.0,United States,California,San Francisco,94121.0,,37.776718,-122.495781,1.0,Q3,Yes,1.0,71.0,Offer A,Yes,48.01,Yes,,None,0.0,,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,1753.0,,0.0,3408.71,5161.71,929.0,42476.0
4632-XJMEX,,,,,,,,,,1.0,United States,California,San Francisco,94121.0,"37.776718, -122.495781",37.776718,-122.495781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0,42476.0
1941-HOSAM,1.0,Female,40.0,No,No,No,No,0.0,4.0,1.0,United States,California,San Francisco,94129.0,"37.797526, -122.464531",37.797526,,1.0,Q3,No,0.0,34.0,Offer C,Yes,,No,Yes,DSL,23.0,Yes,No,,,Yes,Yes,Yes,,One Year,Yes,Bank Withdrawal,79.95,2727.3,0.0,0.0,180.88,2908.1800000000003,934.0,2240.0
9172-ANCRX,,,,,,,,,3.0,,United States,,San Francisco,94129.0,"37.797526, -122.464531",37.797526,,1.0,Q3,Yes,2.0,72.0,Offer A,Yes,44.89,Yes,,Fiber Optic,24.0,Yes,,Yes,Yes,Yes,Yes,No,,Two Year,Yes,Credit Card,,8443.7,0.0,120.0,3232.08,11795.78,934.0,2240.0
9135-HSWOC,1.0,,62.0,No,No,No,No,,5.0,1.0,United States,California,San Francisco,94134.0,"37.721052, -122.413573",37.721052,-122.413573,,Q3,No,,16.0,,Yes,41.51,No,No,None,,No,No,No,No,No,No,,No,One Year,No,Credit Card,19.05,326.65,0.0,0.0,664.16,990.81,939.0,40137.0
1399-OUPJN,1.0,Male,45.0,No,No,Yes,Yes,2.0,5.0,1.0,,California,,94305.0,"37.424342, -122.165641",37.424342,,1.0,Q3,Yes,,57.0,None,Yes,41.56,No,No,None,0.0,No,,No,No,,,No,No,One Year,No,Credit Card,,1061.6,0.0,0.0,2368.92,3430.52,943.0,13386.0
0526-SXDJP,,,,,,,,,3.0,1.0,United States,California,Stanford,94305.0,,37.424342,-122.165641,1.0,Q3,No,0.0,69.0,Offer A,Yes,,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,,Yes,,Yes,Two Year,Yes,Credit Card,85.35,5897.4,0.0,,1274.4299999999998,7171.83,943.0,13386.0
6651-AZVTJ,1.0,Female,,No,,No,,0.0,,1.0,United States,California,San Mateo,94404.0,"37.556094, -122.272437",37.556094,-122.272437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.0,31882.0
5857-TYBCJ,1.0,Female,50.0,No,No,No,Yes,2.0,,1.0,United States,California,Alameda,94502.0,"37.724817, -122.224363",37.724817,-122.224363,1.0,Q3,No,0.0,,None,No,0.0,No,Yes,Cable,19.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,,10.0,0.0,392.2,950.0,13996.0
2595-KIWPV,,Male,39.0,No,No,Yes,Yes,1.0,4.0,1.0,United States,California,Alameda,94502.0,"37.724817, -122.224363",37.724817,-122.224363,,Q3,Yes,9.0,71.0,Offer A,Yes,18.99,Yes,,None,,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.9,1626.4,0.0,0.0,1348.29,2974.69,950.0,13996.0
4795-WRNVT,,,,,,,,,5.0,1.0,United States,California,Alameda,94502.0,"37.724817, -122.224363",37.724817,-122.224363,1.0,Q3,No,0.0,63.0,None,Yes,3.65,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1275.85,0.0,0.0,229.95,1505.8,950.0,13996.0
1000-AJSLD,1.0,Male,23.0,Yes,No,No,No,0.0,4.0,1.0,United States,California,Danville,94506.0,"37.791481, -121.903253",37.791481,-121.903253,1.0,Q3,No,0.0,24.0,None,Yes,35.3,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85,2001.0,0.0,0.0,,2848.2,951.0,19777.0
4625-LAMOB,1.0,Female,,No,No,,,2.0,4.0,1.0,United States,,,94513.0,"37.908242, -121.682472",,-121.682472,1.0,Q3,Yes,6.0,72.0,Offer A,Yes,35.21,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,Yes,No,Yes,,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45,0.0,0.0,2535.12,9664.57,958.0,26577.0
1266-NZYUI,,Male,53.0,No,No,Yes,Yes,3.0,4.0,,United States,California,Brentwood,94513.0,"37.908242, -121.682472",37.908242,,1.0,Q3,Yes,1.0,22.0,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,,1885.15,0.0,0.0,250.58,2135.73,958.0,26577.0
0181-RITDD,1.0,Female,60.0,No,No,No,No,,3.0,1.0,United States,California,Hayward,94542.0,"37.656695, -122.048361",37.656695,-122.048361,1.0,Q3,No,0.0,6.0,Offer E,Yes,35.88,No,Yes,Fiber Optic,10.0,No,,Yes,Yes,No,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.05,0.0,0.0,215.28000000000003,702.33,976.0,11147.0
0829-DDVLK,1.0,Female,48.0,No,No,No,No,0.0,3.0,1.0,United States,California,Hayward,94544.0,"37.639215, -122.037554",37.639215,-122.037554,1.0,,No,0.0,71.0,Offer A,Yes,18.2,No,Yes,,28.0,Yes,,Yes,Yes,Yes,No,,Yes,Two Year,No,Credit Card,77.35,5550.1,0.0,0.0,1292.2,6842.3,977.0,72993.0
9239-ZBZZV,1.0,Male,55.0,,No,Yes,Yes,2.0,,,United States,California,,94544.0,"37.639215, -122.037554",37.639215,-122.037554,,Q3,Yes,9.0,62.0,,,11.15,No,No,None,0.0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,20.65,1218.45,0.0,0.0,,1909.75,977.0,72993.0
4634-JLRJT,,Male,30.0,No,,Yes,No,0.0,3.0,1.0,United States,California,Hercules,94547.0,"37.991259, -122.214945",,,,Q3,Yes,1.0,,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,,2311.33,7074.43,980.0,22479.0
6131-FOYAS,,Male,63.0,No,No,No,No,,3.0,,United States,California,Hercules,94547.0,"37.991259, -122.214945",37.991259,-122.214945,1.0,,No,0.0,51.0,Offer B,Yes,18.07,,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1234.6,,0.0,921.57,,980.0,22479.0
4176-RELJR,,,,,,,,,4.0,1.0,United States,California,Hercules,94547.0,"37.991259, -122.214945",,-122.214945,1.0,Q3,,0.0,2.0,None,Yes,5.3,Yes,Yes,Fiber Optic,11.0,Yes,No,,No,No,,No,Yes,Month-to-Month,,Credit Card,80.55,188.1,0.0,0.0,10.6,198.7,980.0,22479.0
1927-QEWMY,1.0,Male,48.0,No,,Yes,Yes,,,1.0,United States,California,Lafayette,94549.0,"37.907777, -122.127161",37.907777,-122.127161,1.0,Q3,Yes,1.0,17.0,Offer D,Yes,29.87,Yes,Yes,DSL,53.0,No,Yes,Yes,Yes,No,,No,,Month-to-Month,Yes,Mailed Check,66.7,,0.0,,,1584.84,981.0,23996.0
9061-TIHDA,1.0,Male,23.0,,No,No,No,0.0,3.0,1.0,United States,California,San Leandro,94578.0,"37.704384, -122.126703",,-122.126703,,Q3,No,0.0,13.0,,Yes,1.61,No,No,None,,No,No,,No,No,No,No,No,Two Year,No,Credit Card,20.0,,0.0,0.0,20.93,,1003.0,36568.0
5383-MMTWC,1.0,Male,55.0,No,No,No,No,0.0,5.0,1.0,United States,California,,94578.0,"37.704384, -122.126703",37.704384,-122.126703,1.0,Q3,No,0.0,56.0,Offer B,Yes,49.36,No,Yes,DSL,21.0,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.8,4534.45,0.0,0.0,2764.16,7298.61,1003.0,36568.0
6284-AHOOQ,1.0,Male,47.0,No,No,No,Yes,3.0,4.0,1.0,,California,San Leandro,94578.0,,37.704384,-122.126703,1.0,Q3,No,0.0,,None,No,0.0,No,Yes,Cable,21.0,,No,No,No,No,No,No,No,Month-to-Month,Yes,,24.7,24.7,0.0,0.0,0.0,24.7,1003.0,36568.0
6265-FRMTQ,1.0,Male,33.0,,No,No,No,0.0,4.0,1.0,United States,California,Oakland,94610.0,"37.808731, -122.238708",,-122.238708,1.0,Q3,No,0.0,4.0,None,No,0.0,No,Yes,DSL,13.0,No,No,No,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0.0,0.0,0.0,162.45,1027.0,29964.0
4083-BFNYK,1.0,Female,21.0,Yes,No,Yes,Yes,1.0,3.0,1.0,United States,California,Oakland,94610.0,"37.808731, -122.238708",37.808731,,1.0,,,2.0,,Offer B,Yes,18.42,Yes,Yes,,47.0,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,,,95.15,5000.05,0.0,0.0,939.42,5939.47,1027.0,29964.0
5219-YIPTK,,,,,,,,,3.0,1.0,United States,California,Oakland,94610.0,,37.808731,-122.238708,1.0,Q3,No,0.0,2.0,None,Yes,33.75,No,Yes,,10.0,,,No,No,,No,,Yes,Month-to-Month,Yes,,70.15,123.8,0.0,0.0,67.5,,1027.0,29964.0
0872-NXJYS,1.0,,59.0,No,,Yes,Yes,2.0,,,United States,California,Oakland,94612.0,"37.809014, -122.269739",37.809014,-122.269739,1.0,Q3,Yes,3.0,,None,Yes,15.06,No,Yes,DSL,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,,0.0,0.0,587.34,2653.34,1029.0,11702.0
4587-NUKOX,1.0,Male,40.0,No,No,No,,0.0,,1.0,United States,California,Oakland,94612.0,"37.809014, -122.269739",,-122.269739,1.0,Q3,No,0.0,29.0,None,No,0.0,No,Yes,DSL,,No,Yes,No,Yes,No,No,No,Yes,,No,Bank Withdrawal,,1004.75,0.0,,0.0,1004.75,1029.0,11702.0
5934-TSSAU,,,,,,,,,3.0,1.0,United States,,Oakland,94612.0,"37.809014, -122.269739",37.809014,-122.269739,1.0,Q3,No,0.0,40.0,None,Yes,,No,Yes,,58.0,,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.45,2731.0,,0.0,1562.0,4293.0,1029.0,11702.0
6959-UWKHF,1.0,Male,62.0,No,No,No,,0.0,3.0,1.0,United States,California,Berkeley,94702.0,"37.866009, -122.286228",37.866009,-122.286228,1.0,Q3,No,0.0,37.0,None,Yes,28.84,No,Yes,,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0.0,1067.08,3619.98,1033.0,15638.0
3512-IZIKN,1.0,Female,45.0,No,No,No,No,0.0,3.0,1.0,United States,California,Berkeley,94702.0,"37.866009, -122.286228",37.866009,,1.0,Q3,,0.0,17.0,None,Yes,,No,,,22.0,Yes,,No,,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.85,1387.35,0.0,0.0,215.73,1603.08,1033.0,15638.0
6924-TDGMT,1.0,Female,56.0,No,No,No,No,0.0,3.0,1.0,United States,California,Belvedere Tiburon,94920.0,"37.885629, -122.46858",37.885629,-122.46858,1.0,Q3,No,,16.0,Offer D,Yes,,No,No,None,0.0,No,No,No,,,No,No,,One Year,Yes,Bank Withdrawal,19.3,360.35,0.0,0.0,,1065.15,1050.0,13065.0
7860-KSUGX,1.0,Male,23.0,,No,Yes,,2.0,4.0,1.0,United States,California,,94920.0,"37.885629, -122.46858",37.885629,-122.46858,,,Yes,,69.0,Offer A,,26.44,No,No,None,,,No,No,No,No,No,No,,One Year,Yes,Credit Card,20.55,1403.1,0.0,0.0,,3227.46,1050.0,13065.0
7963-SHNDT,1.0,Male,58.0,No,No,Yes,Yes,3.0,4.0,1.0,United States,California,Bodega,94922.0,"38.343282, -122.9755",38.343282,-122.9755,1.0,Q3,Yes,,8.0,Offer E,Yes,26.17,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75,0.0,0.0,209.36,379.11,1051.0,584.0
5986-WWXDV,1.0,Female,29.0,,No,Yes,,2.0,3.0,,United States,California,,94925.0,"37.924014, -122.511694",37.924014,-122.511694,1.0,,Yes,8.0,43.0,None,Yes,5.25,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,99.3,4209.95,0.0,0.0,225.75,4435.7,1054.0,9038.0
8224-IVVPA,1.0,Female,46.0,No,No,Yes,No,,,,United States,California,Corte Madera,94925.0,"37.924014, -122.511694",37.924014,-122.511694,1.0,,Yes,7.0,,None,Yes,9.06,Yes,Yes,DSL,30.0,,Yes,,Yes,Yes,Yes,Yes,,Two Year,,Bank Withdrawal,87.95,6365.35,0.0,0.0,643.26,7008.610000000001,1054.0,9038.0
3703-VAVCL,1.0,Female,37.0,No,No,No,No,0.0,4.0,1.0,United States,California,Corte Madera,94925.0,"37.924014, -122.511694",,-122.511694,1.0,Q3,No,0.0,1.0,,No,0.0,No,Yes,Cable,,No,No,No,No,,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,24.9,0.0,0.0,0.0,24.9,1054.0,9038.0
0011-IGKFF,1.0,Male,42.0,No,No,No,No,0.0,,1.0,United States,California,Fairfax,94930.0,,37.971751,-122.611873,1.0,Q3,No,0.0,29.0,None,Yes,,No,No,None,0.0,No,,No,No,No,No,No,No,One Year,,Credit Card,19.8,572.2,0.0,0.0,1337.48,1909.68,1057.0,8486.0
2013-SGDXK,1.0,Female,64.0,No,No,Yes,,3.0,4.0,1.0,United States,California,Fairfax,94930.0,"37.971751, -122.611873",37.971751,-122.611873,1.0,Q3,Yes,5.0,67.0,None,Yes,3.47,No,Yes,,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.8,5598.3,0.0,0.0,232.49,5830.79,1057.0,8486.0
